Input Decimal,Input Binario,Resultado Binario,Resultado Decimal,Tiempo Ejecucion (ms)
254,11111110,10010000101001111110110101100011000001010010101111111111010010011110000100000101101101101011011110111100100100001101000010110011010100101100100010011011101000011010110101011001,54122222371037658776676579571233761483351206693809497,354.952335357666
255,11111111,11101010000011101110101011000010010100110001111100000010101110100101011111010110101110001101001011101110111100000001101111101101010110000101011000000110101101110111111011100010,87571595343018854458033386304178158174356588264390370,381.50978088378906
256,100000000,101111010101101101101100000100101010110000100101100000010000001000011100011011100011011111000101010101011100000001110110010100000101010110001111010100010010110010010110000111011,141693817714056513234709965875411919657707794958199867,400.5100727081299
257,100000001,1001100100110001011100001011100111101010110110101000000100101111101001000010110011001010000101110110011010011100010000100010001110000000110111010010101001000100001010101100011101,229265413057075367692743352179590077832064383222590237,364.98165130615234
258,100000010,1111011111011111001001101100001101000000111011010100000110110000101100100110001111100101111110100001000101111100011111010100101110101011101001001101001011011010011101011101011000,370959230771131880927453318055001997489772178180790104,375.05435943603516
259,100000011,11001000100010000100101110111110100101011110001111100001011100000010101101001000010110000000100010111100000011000101111110110111100101100100000011111110100011110101000001001110101,600224643828207248620196670234592075321836561403380341,371.7517852783203
260,100000100,101000100011101111101111100100000001101100101101010000010010010001000010001111010010010110000010111000100110010101001111001011101011011000001001101100111111111001000101100111001101,971183874599339129547649988289594072811608739584170445,371.60515785217285
261,100000101,1000001101000000000010101011011110110011000011111001100011101110001010111111000010101000110000111010000000110101101111111000010101000000100101010001100110100010111101101110001000010,1571408518427546378167846658524186148133445300987550786,394.6092128753662
262,100000110,1101010001011110000000100111111111000000101001100011100110000000010011010000111100111011100001010001000101101000011001110001110010011011100110011111001110100010000110011011000001111,2542592393026885507715496646813780220945054040571721231,378.5715103149414
263,100000111,10101011110011110000011010011011101110011101101011101001001101110011110001111111111100100010010001011000110011110001001101010000111011100001011110000110101000101000100001001001010001,4114000911454431885883343305337966369078499341559272017,382.55763053894043
264,100001000,100010101111111100000011111011011100110100010111000000101111101110110001100000111100011111110011011100001100000110100011011011111001110111110010010000000011100111001010100100001100000,6656593304481317393598839952151746590023553382130993248,407.40036964416504
265,100001001,111000001110011010000111001110111010101000000100011101111001011101001111110000111100000100000101100111010010100100101101000110000001010011111110000000111000101100001110101101010110001,10770594215935749279482183257489712959102052723690265265,417.62351989746094
266,100001010,1011010111110010110001011001010010111011100011011011110101001001100000001010001111000100011111001000011011110101011010000100001111011001011110000010000111100010011011001010001100010001,17427187520417066673081023209641459549125606105821258513,438.48705291748047
267,100001011,10010011001100110000010010011001010010000100011111111100100010101001010001000010110100100111111110101010110001001111111101100111111100011111101110010001110100111111100111111110111000010,28197781736352815952563206467131172508227658829511523778,422.1000671386719
268,100001100,11101110001011000110011101100011101001100000111011011011001011110101010010010100101101001011110111101110001111111011001110001001110111101011011110100010110001010011000001010000011010011,45624969256769882625644229676772632057353264935332782291,424.43203926086426
269,100001101,110000001010111110110101111111100111011100101011011010111101110011110100011010111100001110011110110011001000001001011001011110001110100001011001100110100100110010010101001001111010010101,73822750993122698578207436143903804565580923764844306069,455.2764892578125
270,100001110,1001101111100010111101001101100000100101000110010110110010111010010011110101101100001110111111101110000111010001000110011001111011101011110110101011010111010111100101101010011111101101000,119447720249892581203851665820676436622934188700177088360,438.45367431640625
271,100001111,1111110000111010110011111101011101100000101011110010001010101000110010011001000011110000110011100100100000010010010001100101101101100000000001111000001011111101111000010011101110111111101,193270471243015279782059101964580241188515112465021394429,462.3432159423828
272,100010000,11001100000011101110001001010111110000101110010001000111101100011000110001110101111111111110011010010100111100011010111111111101001001011111000100011100011010101011101111110001110101100101,312718191492907860985910767785256677811449301165198482789,430.8202266693115
273,100010001,101001010001011000100101001000011011100110011101111011001000001011111000100111110011110000100110110111000111110101101001100101010110101011111010011011101111010011010110010001111101101100010,505988662735923140767969869749836918999964413630219877218,450.5290985107422
274,100010010,1000010110001110110010110010011011001101100010000000100000101101110111110110110100011110000011010001001101111011001000001100100111111110111110010111111010010101000110100010000001100011000111,818706854228831001753880637535093596811413714795418360007,459.76781845092773
275,100010011,1101100000011001110111011011011110101010010101101111111001101111010110111011110010111100001000001000000110111001110101011001010010110100011101101011011000001111100001010100010001010000101001,1324695516964754142521850507284930515811378128425638237225,469.6202278137207
276,100010100,10101110110101000101010001101111001110111110111110000011010011101001110110010100111011010001011011001010100110100111101100101111010110011011100000011010010100100100111110110010010110011110000,2143402371193585144275731144820024112622791843221056597232,502.8514862060547
277,100010101,100011010111000010100001101001011000100010001101100000010100001100100101101110011010010110010011100001011011101110110010111111001101100111111001101110101010110100001001001010100100000100011001,3468097888158339286797581652104954628434169971646694834457,490.36526679992676
278,100010110,111001001101101011001011110111010010011010000101010000101110101001110100100001000001110000011110111010110000100011110000100101001000011011010101110001111101011000110001000000110110111000001001,5611500259351924431073312796924978741056961814867751431689,459.6574306488037
279,100010111,1011100100100101101101101100000101010111100010010110001000010110110011010001111011100000110110010011100001100010010100011100100010110000011001111100000101000001100111010001011011010111100100010,9079598147510263717870894449029933369491131786514446266146,519.5176601409912
280,100011000,10010101110010011000111001010111111101010110011000000001110001100000001110110000011101110111010001010110111100110110010100001001011110011110100101010010100101100101101011001100010001110100101011,14691098406862188148944207245954912110548093601382197697835,498.1229305267334
281,100011001,11110010010111000110100110111000101000010010101010110010110100010110101000111111111001111110000011110011001001001000110111101101110100100001110100110011001101110010100101010111101100110001001101,23770696554372451866815101694984845480039225387896643963981,508.63170623779297
282,100011010,110001000001001011111100000010000100101101001000010110100100101110110110111110000010111110101010101001010000101111111001011110111010011000000011010000101110011011000010000100011111110100101111000,38461794961234640015759308940939757590587318989278841661816,513.195276260376
283,100011011,1001111010100000100110000111001001001101111011101101100111011010001101100000110000010001110011011000111101001111001000000011100101000111100010001110111001000001001010110101111011101011010111000101,62232491515607091882574410635924603070626544377175485625797,478.0583381652832
284,100011100,10000000010101010000101100111011001110011100100110000011100000000000100011000100000101001101000101110000111010101000111001111011100011010100010101000111110110100100011000110011111101001111100111101,100694286476841731898333719576864360661213863366454327287613,489.4723892211914
285,100011101,11001111101001010101011101110100011000001100000011110000011011010010001111001010000111011011100000111000100100100001111010011000001100010000100110111110111110101101101111100011011010101010100000010,162926777992448823780908130212788963731840407743629812913410,557.1742057800293
286,100011110,101001111111110100110001010101111100110101000101001110011111011010010110010001110001100101000100110101001011111001010110100010011101111100100111100000110110101010010001000010111010111111010000111111,263621064469290555679241849789653324393054271110084140201023,532.7048301696777
287,100011111,1000011111100111111011101000100011111110110100101101100100010110100101000001011000010100000100000111100010000011101100101110101011111011110101100011000101110011111111110111111010110010100100101000001,426547842461739379460149980002442288124894678853713953114433,532.4728488922119
288,100100000,1101101111100110100001110011010011100101011101010111011000010001110111110011100110100000101100101110001011100010110111100010111111101011011010011111001100101001010010000000010010001010011110110000000,690168906931029935139391829792095612517948949963798093315456,566.0700798034668
289,100100001,10110001111001110011101011011110111100100010010000100111100101000011100110100111110110100110000110101101101100110100100010001101011100111010000000010010010011101010001111000001100111101000011011000001,1116716749392769314599541809794537900642843628817512046429889,591.0413265228271
290,100100010,100011111110110100111111001111001011001001101111011100010100111010010100101000100101010101011101100011111001001001011011110100101011010010101010100001011111000110100011111000011111000111100010001000001,1806885656323799249738933639586633513160792578781310139745345,542.6895618438721
291,100100011,111010001110000011011100101011000010101110000001100001010001100010110001011101100100001010001110011001100110110000000000000110010110111001111010100011110001100011110101110000101100000100100101100000010,2923602405716568564338475449381171413803636207598822186175234,575.4952430725098
292,100100100,1011110001100111000011011111010001101110111110000111101100110011101000110000110001001011111101011111101011111111001011011111011000010001100100101000101010000101010011001101001001011001100000111101000011,4730488062040367814077409088967804926964428786380132325920579,546.4150905609131
293,100100101,10011000011010111011111000100101010000100101110010011110110111111111110111100011101101101001111010010111000110101001011100000001011001000110011111101001000010001110001111011001110111010000101101001000101,7654090467756936378415884538348976340768064993978954512095813,595.0498580932617
294,100100110,11110110100111110100010100011111011110011101100011011100011110011100111101101001110111001001100110010100100110100010110111111100011011010011000100101110010010111000101001000011000010011100110100110001000,12384578529797304192493293627316781267732493780359086838016392,605.5598258972168
295,100100111,110001111000010110000001101000100101111000011010101111011010110011100110101001101100100110011100000101011101101001100010011111101110100011001100100010111010101000110111000011100111001101101100001111001101,20038668997554240570909178165665757608500558774338041350112205,562.3242855072021
296,100101000,1010000101101010100100100001100100001101100000111001010111110100111001110010110111011011111101000111000000010011101111001011111010001111101100101001000101100111111111100001011111111100001010010110101010101,32423247527351544763402471792982538876233052554697128188128597,579.9543857574463
297,100101001,10000010100101101010100101110101000111100100100001111010011001011010110101000000101000000110000100111101100000000111011011111111000000100000110001101011100111101000110011001111100110101110111111000100100010,52461916524905785334311649958648296484733611329035169538240802,618.1519031524658
298,100101010,11010011010010111111001010000001101001010000101001000101011000000010000011010111100011100101101101110101100010100101010101011110010010011110010110110100010100101000101111011011100110010000010001111001110111,84885164052257330097714121751630835360966663883732297726369399,600.4350185394287
299,100101011,101010101111000101001101111110110110000110101001010111111110001011100111000011000001011101011110010110011000010101100110001011101010010111111001000011111111100010001100010101011001100111111010000111110011001,137347080577163115432025771710279131845700275212767467264610201,606.1794757843018
300,100101100,1000101001001011101000111001111000011010000101110100000101001001011110111011101111101111010001100000101000100101010010000110111011100101011101011111010100010000111010010010000110110011001111100010111000010000,222232244629420445529739893461909967206666939096499764990979600,614.5479679107666
301,100101101,1101111111000100010010101001101111001010111010111111000100111010111011110100000111111010111101010011011011100111111110111000011000111000011100100111110100001101001011110100110010000000001110110011110110101001,359579325206583560961765665172189099052367214309267232255589801,612.6713752746582
302,100101110,10110101000001111111011100011100111100101000000110011001010000100011010101111110111101010001110110100000100001101010000111111010100011101111010000111001000011110000110000110111000110011011110010110101110111001,581811569836004006491505558634099066259034153405766997246569401,631.7448616027832
303,100101111,100100100111010100001110001101010110101111111011110010001110111111010110100011111111100101001100000111011111110101001111110111101101010110010110101110111100101011010001111011101010110011101101001010100101100010,941390895042587567453271223806288165311401367715034229502159202,622.1556663513184
304,100110000,111011001111100100001001110000111110010100111100100101011001000011110001010011110111001111011010111011100100000010100000110111000001110100010000110110000101001001011000000010100011100111001011100001010100011011,1523202464878591573944776782440387231570435521120801226748728603,619.7323799133301
305,100110001,1011111110110111000010111111110010101000100111000010111101000000011000111110111110110110100100111000011000011110111110000101110101111001010100111100101000001110100101001111110001110011010111000101011111001111101,2464593359921179141398048006246675396881836888835835456250887805,610.4950904846191
306,100110010,10011011000110011100100001101111010011011001110100111101000001000110111001001011101110000100000001111110100111111010010001100101110000111110111000011011000110111110000010000000110010000010000100001101001110011000,3987795824799770715342824788687062628452272409956636682999616408,597.3532199859619
307,100110011,11111010111101010100111001101101101000011110101101010100101001001010000001000011100100111000101001000001101011110010000010010100100000001001100000000000001000110010101011111111000000011100111100111001001000010101,6452389184720949856740872794933738025334109298792472139250504213,664.0591621398926
308,100110100,110010110000011110001011011011100111011111000100010010001101010010000111010001111010010111100101011000000010011101100010011111010010001001000011000011011001111110000101101111111110010011111000001000110010110101101,10440185009520720572083697583620800653786381708749108822250120621,638.8442516326904
309,100110101,1010010001000001000110010101001010100100010111001111100110010011011010111011010010110111110101010100000001111111011110010110001110110001010001111000011011011000100011011001111110110010111011111101111111011111000010,16892574194241670428824570378554538679120491007541580961500624834,659.6269607543945
310,100110110,10000100111000100110111110000100111100000001111110001110111111101101011110101100010001010110001111111000010010011001010101010001001000010011010010000110110101000010100000111111110100101011010111111000101110101101111,27332759203762391000908267962175339332906872716290689783750745455,630.577802658081
311,100110111,11010111000000101111110000101110010000100100111000001011110010001000110110000110101000010100111010011000100010010101001000000010111110011101100001001010010000000110111100001111101011000010110111101000101010100110001,44225333398004061429732838340729878012027363723832270745251370289,661.1526012420654
312,100111000,101011011111001010110101110110011001100100110110110011010110001110110010100110010111001101011001010010000110100101110011101010100000110110000110011010001000101001001011101001111011111101110001111100001011001010100000,71558092601766452430641106302905217344934236440122960529002115744,661.959171295166
313,100111001,1000110010111010000110011111100001011101001011101110100110100011111111001010111001100010000000000100101001010111000011100101010111000101001110010100011011010101010000011001011111001010110001000111001010000011111010001,115783425999770513860373944643635095356961600163955231274253486033,650.4993438720703
314,100111010,1110001110110011011101001110010100101001110010100101000001010101110101011111101100011011101011001110111010001011110010000010101011001011111111000111101100011010011001110110101110101010011111010110101011011101001110001,187341518601536966291015050946540312701895836604078191803255601777,678.3113479614258
315,100111011,10111000001101101100011101101110110000110111110010011100111111001110100101010100101111101101011010011100011100010110101101000000010010001001101011100000111101111101010010000001101110101010000011101110101100001001000010,303124944601307480151388995590175408058857436768033423077509087810,680.5393695831299
316,100111100,100101010000100001000000111100001010110000110000111000101001001111101010001010010010011001010110100010011101101110100111101010101101011101001100100011110100001010000100000110111100011111101111110100100000111110010110011,490466463202844446442404046536715720760753273372111614880764689587,707.4606418609619
317,100111101,111100010010001110100100101010000000110111101111001100010001001001011110110100111000010111000001110110000001010001011101010010101111101110011001111111111011111001101110010111001010010101000000010010010110011111011110101,793591407804151926593793042126891128819610710140145037958273777397,705.5749893188477
318,100111110,1100001100010101111100101100110001011101000100000000100111010011001001000111111001010110000011000011000011111000000000100111101011101001011100110100011110000000011110010011110000110110100110000000110110111011101110101000,1284057871006996373036197088663606849580363983512256652839038466984,711.9975090026855
319,100111111,10011101110100111110001010010000001100100000001111010001001011100010100111110100000011000111011010001110100000010001100010010000001100111010000000100011101011111101100000110101010001001001110000011001001101111101010011101,2077649278811148299629990130790497978399974693652401690797312244381,711.9965553283691
320,101000000,11111111010111101101101111110110011000001000101111010110000101111011110000110011001101110111110010100110111111010001100111001101101010000101100111000111011100000001010011010011010111111110100000100000000101011011001000101,3361707149818144672666187219454104827980338677164658343636350711365,715.247392654419
321,101000001,110011101001100101011111010000110100100101000111110100111010001011110011000100111010000111111001100110101011111100011001001011101110110111111100111101011000111111110110100001000101001001000010000111001010011011000011100010,5439356428629292972296177350244602806380313370817060034433662955746,737.4489307403564
322,101000010,1010011100100100011001101001111100111100110001101101111101010111011010001001011010011110110110111111011100011110110100110000101011100001000101001110110010100100000000000111011100000001000110110001011001011000110011100100111,8801063578447437644962364569698707634360652047981718378070013667111,764.5878791809082
323,101000011,10000111001110001000101100100000011100001011010101100100100101000111000100010000001101111110110001100010001111110010111111010001001011000000100110110011101101011111110111011100100101010001111000010010010101100001100000001001,14240420007076730617258541919943310440740965418798778412503676622857,777.7950763702393
324,101000100,11011010110010101011111001110000000011110001100011010100010000000010010101011011100001110101101001011101110011101001100101010110100111001001010000101010000001111111111000011000000101011010101110011101100000100111111100110000,23041483585524168262220906489642018075101617466780496790573690289968,728.003740310669
325,101000101,101100010000000110100100110010000011111111100111000111000110101001001011001101011101111110100011011000000000011011100100100100111110010001001110111011101101111011111101111110100101010101100100110101111110110001001011100111001,37281903592600898879479448409585328515842582885579275203077366912825,770.7040309906006
326,101000110,1000111100110011100000100000000000100011101110011100001101000101001011101111000111010001101010000100011101110111000110001001111110011001010011001000000111110001011111101000001100110000000111010101001101010110110001011001101001,60323387178125067141700354899227346590944200352359771993651057202793,790.0958061218262
327,101000111,1110011110110100010101000110010001000011101011010101000101111010010101001000110011000001011110011111011101111010100010101110100110001011011100111111100101100000111111011000000001011010110011111011111101001100111010110110100010,97605290770725966021179803308812675106786783237939047196728424115618,789.2839908599854
328,101001000,10111011011100111110101100110010001100111011001110001010010111111100000110111111010010011001000100011111011110001101000111000100100100100110000000111101101010010011111000000001110001010111011010001001010100011101100010000001011,157928677948851033162880158208040021697730983590298819190379481318411,800.7252216339111
329,101001001,100101111010011100001010101100100010101011000101000110011000111001110110000000101101010100100111000011011001101100001011100111001010110000001101000111010010110011011110011000001111100101101111001101000111110000100111000110101101,255533968719576999184059961516852696804517766828237866387107905434029,740.4193878173828
330,101001010,111101010110000100000000010010110100010010011110110111101011111001010110111000100111100111101111100111010101011101110100011111101111010100111101001111000000000101111101011000011101110000101010011110010010010100010011010110111000,413462646668428032346940119724892718502248750418536685577487386752440,727.2791862487793
331,101001011,1100011010000100000001010111111010110111101100011111110000100110011001100111001010100111100010110101010101111001010000000000110111010000101001010010110010010111001011011110000101101010110011001101011011010000100111010011101100101,668996615388005031531000081241745415306766517246774551964595292186469,808.4189891815186
332,101001100,10100000100110100100001011010010001011010000000010110101110000101100100011110001111100100100000110010010000100100111110100100110101001011010000111100101010010111111011001001001001011000111000100001001101100011001001101110100011101,1082459262056433063877940200966638133809015267665311237542082678938909,810.7173442840576
333,101001101,100000011110111000100010110010001100010001101100110110011110101011111110000101011010001100000011100111100110011110001110100101101100011011111010001111011100101111000110100111001111000011101011101110101000110011110001000010010000010,1751455877444438095408940282208383549115781784912085789506677971125378,829.0362358093262
334,101001110,110100100011101101000100001100011101101011101101001101001100110001100010100011101001110000100100011001110111000011001101001010100001100111001011001100000111000111000001110000011000011100100100001111110110010110111010110000110011111,2833915139500871159286880483175021682924797052577397027048760650064287,865.612268447876
335,101001111,1010101000010100101100110111110101001111101011010000011101011011101100000101001000011111100101000000001011101100001011011110000001110000011000101011011100011110110001000010111100111100000001111111110011111001010101011110011000100001,4585371016945309254695820765383405232040578837489482816555438621189665,871.1338043212891
336,101010000,10001001100110010010101011001011000111101001000111010000111000001111000011001100101101101101001100011011010100100100101000111010101111101010010000100111101010111101001010000111111111111100110100001110010101100001100110100011111000000,7419286156446180413982701248558426914965375890066879843604199271253952,867.2006130218506
337,101010001,11011110101000111000010010001001110001100110100001010100100011101100100011110101110001101001110100011100110010000110000100101010111101101101010110000011001110110011010010011111100111011101000100001100110100101100010010010110111100001,12004657173391489668678522013941832147005954727556362660159637892443617,879.4646263122559
338,101010010,101101000001111001010111101010100111001001111101000100101011011111011100111000010011111010111000000111000000110101010101101100101101101010111100110101010111001110000011100100111100111011001111000011011001010001101111000111010110100001,19423943329837670082661223262500259061971330617623242503763837163697569,845.6542491912842
339,101010011,1001000110111000000011001111011110101010110110001001111001111111101000001010111000010001000000110101010100111000110000110010010000101011000100111100101110001000100011101111000111001110110110111100100111111110111010001011010001110000010,31428600503229159751339745276442091208977285345179605163923475056141186,858.5002422332764
340,101010100,1110101111000111001110001100110011100100000101110010011111011011100011110001111010110000010111110110001100111111011011011111110110011000011100100011011001000010010100001011101110110110010000110101000011001001001000000100001100100100011,50852543833066829834000968538942350270948615962802847667687312219838755,877.44140625
341,101010101,10111110101111111010001011100010010001110111011111100011001011011001011111100110011000001011000101011100001111000001100010010000111000011100001100000000111001010110111111010110110000101000111110001101011001000000010001111011110010100101,82281144336295989585340713815384441479925901307982452831610787275979941,837.1984958648682
342,101010110,100110100101000110011111101001000101110011000001101110111000110110101111101110101101110001110000100001101110110111100111110001111101011011111110000011100000001101001100000110100100111011011000100110101110010001001010010011101010111001000,133133688169362819419341682354326791750874517270785300499298099495818696,905.3454399108887
343,101010111,111110011011000101110001000101011000000001111101101011010010010001111011101011100000110011001001001101010000101111110100000100000100011111011111100011100111011000000100000001011011000000100000011000011001011001001100100011001001001101101,215414832505658809004682396169711233230800418578767753330908886771798637,896.3301181793213
344,101011000,1100101000000001100010000101110011101110100111111011010001011001000101011011010001110100100111001101110111111100111011011110110000001111011011101100111000111100101010000000111111111111011111000111111000111101010010110110110110100000110101,348548520675021628424024078524038024981674935849553053830206986267617333,953.6879062652588
345,101011001,10100011011011010010000001110011110101110110111101000101011101011010100111000101101111011000000010111100010000010111001111111010000110011010111101001010101110111101010100001001011010111100011001010111100001000011100011011001111101010100010,563963353180680437428706474693749258212475354428320807161115873039415970,932.7645301818848
346,101011010,100001000011011011110010010100010010011101011111100011111101000100011010010011111111101111100111100101011001111111110101011110000001000010110011010110001110110100010100100010001011010111000010010010110101000101101111010010000110001011010111,912511873855702065852730553217787283194150290277873860991322859307033303,913.9161109924316
347,101011011,110101011110110110000010100010110001001100010111001100101000101111101111001100101101101010100111111100111100000010101111011101010001110110001010111111100100101011111111000011010110101110100101011101110001001110001011101101010101110101111001,1476475227036382503281437027911536541406625644706194668152438732346449273,964.6053314208984
348,101011100,1010110100010010001110100110111000011101001110110110000100101110100001001100000101101011010001111100010010110000010100100111011010010111000111110010101110011100000010011100101100010000101100111110000100110010011111010111111011100000001010000,2388987100892084569134167581129323824600775934984068529143761591653482576,916.4605140686035
349,101011101,10001100000001000111110111011001110100110110001101111101001110100011111000101101011011000100110111011111010010000101010100011000100100101111001001010101011000001100010010101000111000110100001101001110010111100010000110101100110001110111001001,3865462327928467072415604609040860366007401579690263197296200323999931849,981.5952777862549
350,101011110,11100010100011011001101100010000111000100000000100101101110100011000000010001110001000011111000111000001101000000111111001010011110111101000000111101011001011101100100110001110011010111001110100111110111101110110000001101100001101111000011001,6254449428820551641549772190170184190608177514674331726439961915653414425,949.4516849517822
351,101011111,101101110100100100001100011101010101101010110010010101011000010111011111010111011100011100011111110100000111010001101001101101100011100010111010001000000100011111000111000110111010011101110000010001101010101011000001000011000111111101111100010,10119911756749018713965376799211044556615579094364594923736162239653346274,985.0091934204102
352,101100000,1001010001000111111011001111111011100101110110010111011000110111010011111101001001101100000011000101100010100010010101000111000000010011111111011000101011101111100101011111000101101110100111110111001100010011001110001010000101001101100111111011,16374361185569570355515148989381228747223756609038926650176124155306760699,934.9422454833984
353,101100001,1110111111101100011100110011100110010011001100101010000011111010001111111000000101001111100111000100000011011100100010010100101100110000010110101001101100010011011110010111111101000010010101111001011001101000100110010010011110001101010111011101,26494272942318589069480525788592273303839335703403521573912286394960106973,948.6987590789795
354,101100010,11000010000110100011000000011100001111001000011000001011100110001100011110101001110111011101010001001100101111110110111011011101101000100010110000010011000000011000011110111000010110000111101110000100101111011110100011100100011011010111111011000,42868634127888159424995674777973502051063092312442448224088410550266867672,959.5580101013184
355,101100011,100111010000100000110100110111001000001100001111101011100000101011110011101101010100001011010001001101101001011011011001110000011001110100101100101100000100010110100010001110111111110011010011101001111111100100011010101111000001101000010110110101,69362907070206748494476200566565775354902428015845969798000696945226974645,916.4333343505859
356,101100100,111111100001010101001100111010101010000101010010101100111101011101010111100010100011000110111011010111001111011010010001001100000110111001000010101110011100011001100110000110000010100100010001011010100101100000001111001011100101000011010110001101,112231541198094907919471875344539277405965520328288418022089107495493842317,930.7258129119873
357,101100101,1100110110001110110000001110001110010010001100010011000011110001001001011001111110111010010001100100100111000110101101010111100100000101101101111011010100000110000001000010101000010010111100101000100100101000100101001111010100110101011101101000010,181594448268301656413948075911105052760867948344134387820089804440720816962,1000.1041889190674
358,101100110,10100110010011001011001110101100011100010110110101000101011011100110100010110010011010011001000111111100001000001111111100001000100111100110110010001000111101001001101110011011000100111011110110011111001010100100111001000110001011101111000011001111,293825989466396564333419951255644330166833468672422805842178911936214659279,932.1045875549316
359,101100111,100001101000101000001010000011110001110101000010111011101111001101111101110000010010001101011010100100001000001000101100111000101001000010100100001100011011101111001110110110000000111010011011011100011101111101001100011000000110010011010110000010001,475420437734698220747368027166749382927701417016557193662268716376935476241,958.9695930480957
360,101101000,110110011011000001100011111001010101010111111001100100011010101010110010000110100101100000100011100011101001001010101100011001101101111111011010011101100011011000011100101001011001100001111010010000010111010001110011100000110111110001001110011100000,769246427201094785080787978422393713094534885688979999504447628313150135520,978.3210754394531
361,101101001,1011000000011101001101101111101000111001100111100100000001001111000101111110110110111101101111110000111110001010011011001010010010111000001111110101001111111000111101011011111011010011100010101101100110101001110111111111000111110000100100100011110001,1244666864935793005828156005589143096022236302705537193166716344690085611761,968.0233001708984
362,101101010,10001110011110101011010001110110011100100100110110000100100100100011100001111101011101001110100001101011011010011110000101101100000101000001011001000111100010100000001000001000110011111110001111111101001100100000110011011001110101110101110010111010001,2013913292136887790908943984011536809116771188394517192671163973003235747281,995.3210353851318
363,101101011,11100110100010010100111111110011100011110001110010100100101110011100010001110100010100111100011111110011001011110001011110111110011100000011010111110001100001100111110011101000001110011010100101101010000001101111110011010010110011111010010111011000010,3258580157072680796737099989600679905139007491100054385837880317693321359042,1026.9677639007568
364,101101100,101110101000001000000010001101010000000010110101000101001010010111111110011110001110010001011000001011110100110001111100100101010100001000100110000111001000100000111111011110001000010011000110101100111001110010000100110101100101001110000001010010010011,5272493449209568587646043973612216714255778679494571578509044290696557106323,1062.3981952667236
365,101101101,1001011011100011010101010001011101100100001000011011001110000001011100000101100110000111000111100001010001110010000001000011101000111101001000001000101010100101101111101111011001010000110011011011010001010000000000011001111111011101101010100001101010101,8531073606282249384383143963212896619394786170594625964346924608389878465365,1121.2916374206543
366,101101110,1111010000100100010101100011000111100100011111000011110111010100011011111001010111111001010010100010110000011000010000101000010011011110001100111001100011101001110111101011001010010011001100010000111000011110010001000000101100000111011010101011111101000,13803567055491817972029187936825113333650564850089197542855968899086435571688,1067.8215026855469
367,101101111,11000101100000111101010110100100101001000100111011111000101010101110111111110111110000000011010000100000010001010010001101011111100011011010101000010001110001111100111011010100011100011111111101100001001101110010001011010101011100101000101001101100111101,22334640661774067356412331900038009953045351020683823507202893507476314037053,1144.8042392730713
368,101110000,100111111100101100000000010111101100101101000110100010111100101010010011111000010101111001101100100110110010100010100010010100001111111001100001111011110001111001011111000101101101110111001011111101000010001100100010011011010111101100011111111001100100101,36138207717265885328441519836863123286695915870773021050058862406562749608741,1090.3215408325195
369,101110001,1000000101000110011101011001100010001110101101110000010000010000000001011110111010011111010000110101010110100101100110100000000001100010100110110111110000000001001000110100000010001011011001011101001001011111010110011110110000011010001100101000111001100010,58472848379039952684853851736901133239741266891456844557261755914039063645794,1113.9812469482422
370,101110010,1101000100101011111101011100011111110100010110100100100111110101010011111101111101001110011110011010001100111001111010110010100011100001110011000111001110010000010100101100101111111010010010111100110001110000111010110010001011010111110000101000000110000111,94611056096305838013295371573764256526437182762229865607320618320601813254535,1142.0233249664307
371,101110011,10101001001110010011010110110000010000011000100010100111000000101010101011100110111101101101111001111100011011111100001010010100101000100011001111110111110010001011101100000110010000101101100011001111011010000010001010000111011110001111101010000111111101001,153083904475345790698149223310665389766178449653686710164582374234640876900329,1084.6457481384277
372,101110100,100010001110011110011000010010100001110111011010111001011111111010101001011010110100111100001101101001110000011001011100000101001000100110001101000110001100100001110010001101100001111111111111010110101101000001001100000011000111001001101101111001000101110000,247694960571651628711444594884429646292615632415916575771902992555242690154864,1110.5730533599854
373,101110101,110111011000010000110011001000100011111010011111001110010111111111111110110111101100101001111100111001010011111000111101010111101101101010100111000101001010110011001111101110010100000101101011110000101000010001011101010100000010111011101011001010000101011001,400778865046997419409593818195095036058794082069603285936485366789883567055193,1153.3544063568115
374,101110110,1011001100110101111001011011011000101110001111010000111110111111010101000010010100001100110001010100011000100010010011001011100110110010000110100001011010111010101000001111011110110000101101011000111010101010010101001010111001010000101011001000011001011001001,648473825618649048121038413079524682351409714485519861708388359345126257210057,1205.2326202392578
375,101110111,10010000111110111111111110100011101001101100011001010110001111111010100111001010001110010000000111011100011000001011010110110100100011111011011011010000100010001000010001101010001010001011010110110111111101100100000110101011001101000001000100001101010000100010,1049252690665646467530632231274619718410203796555123147644873726135009824265250,1177.217721939087
376,101111000,11101010100101101111001001111110101111011110010011011110000111110101001111011100101111110110010001111111011100011101110000010001011010001100001111011011111001011101010011100110000000010001000001111111010010110110110000000010010111000110011101010000011011101011,1697726516284295515651670644354144400761613511040643009353262085480136081475307,1162.0235443115234
377,101111001,101111011100100101111001000100010011001001010101100110100010111101111110110100110111110000110011001011011110100101001000111000101111110000111101010101100011011100101100101010000001010011100011000110111010000011010110110101101100100000111100001011101101100001101,2746979206949941983182302875628764119171817307595766156998135811615145905740557,1235.8531951904297
