Input Decimal,Input Binario,Resultado Binario,Resultado Decimal,Tiempo Ejecucion (ms)
378,101111010,1001100110001010011110010010100001001000101001000000010010011111100101000110000011101101111100101011011011010001000110110111010111011000010011111010001000010101000010111000110110001010101101011010110110100011010001100110101111111011001101111110101110000111111000,4444705723234237498833973519982908519933430818636409166351397897095281987215864,1251.0764598846436
379,101111011,1111100001101111001101011011000011100001110011101101000110110111010100111100101010101100000011000100110111000101101111111110011101010110011011100100110100110000101000011110000110010101001001110011101101110011101100011101011101011111010101100000001011110100000101,7191684930184179482016276395611672639105248126232175323349533708710427892956421,1218.0473804473877
380,101111100,11001000111111001101011101101100100101010011100101101011001010110111010000010101110011001111111110000010010010110110110110101110100101110101111011110111101000101101011010110111100011111110111001110100100010110111110000100001101011010100011011110111001111011111101,11636390653418416980850249915594581159038678944868584489700931605805709880172285,1259.115219116211
381,101111101,101000101001101000111001001000101000001100010000011010100000001110001110111111011001000110000010110101001001011100100110110100010010000101001011000011110001110110010011110101000010110101000001000010010010001010101010100001101010111001111000111111000101110000000010,18828075583602596462866526311206253798143927071100759813050465314516137773128706,1211.601972579956
382,101111110,1000001110001100010100100110110001100110110101101000111111001100101001001000010000111100000000010100101011011110011011101101010000110110011111010100010101110111011111111001011111111010100111000010000110110100001101000100101111000010100011100011101111111101011111111,30464466237021013443716776226800834957182606015969344302751396920321847653300991,1243.2634830474854
383,101111111,1101010011011001011011101111110110101000010111101100010011001110011011000000001100000100110000101011010100101010000000100011110011000111001000101100110100000110010010011000001000010001001111001010011001000101100010011000111100011001110010101011101000101011100000001,49292541820623609906583302538007088755326533087070104115801862234837985426429697,1216.9346809387207
384,110000000,10101100001100101110000010110101000001111001101010101010010011011000100001000011101000000110001000000000000001000011100010001000011111101101000000001001001111101110010010001101000001011110110001100011111111001101111011101101011011100010110001111011000101001000000000,79757008057644623350300078764807923712509139103039448418553259155159833079730688,1246.8218803405762
385,110000001,100010110100111111001100000110011110110111100101000001100101101001011111001000101001000101100001101011010100110010011100110100110111000100110000101101111110000100000100101001110000011101000101010110111000111111010001110110100111110110001000111011000001010100100000001,129049549878268233256883381302815012467835672190109552534355121389997818506160385,1186.5167617797852
386,110000010,111000010110100100111100011101000111000110110010010110111000000100100011010001000110000110010010101011010100111010111001000101111011000010011000101111001000000001110110111011011000101000111011100011011000111001000001010100010011010010011111001010011001111101100000001,208806557935912856607183460067622936180344811293149000952908380545157651585891073,1265.3837203979492
387,110000011,1011011001011100100001000100011100101111110010111011000011101101110000010011001101111001011110100010110101001101101010101111010110010000111001001011101000110000101111011100101001001000110000000111010010001111000010011001010111011001000101000000101011011010010000000010,337856107814181089864066841370437948648180483483258553487263501935155470092051458,1232.9511642456055
388,110000100,10010011100010001001000101000000101101000101001001101111010101110010100101101010110101010010000111000001111110101000001111000000101101001001100010001100001110000111110010100000100001101110111100011101101010110001010100011111001110011011000111001111110101001111100000011,546662665750093946471250301438060884828525294776407554440171882480313121677942531,1214.3230438232422
389,110000101,11101110101101101101001101100100010011000011100001000111110011100000101000000100100100011101111011011000101000010101100100111011011111010000101011101001010100001101101110000101101010110100111101010111111100101001100111101010001001100011101111010101010000100001100000101,884518773564275036335317142808498833476705778259666107927435384415468591769993989,1286.4799499511719
390,110000110,110000010001111110110010010100101000000001000101010110111001001010011001101101111011001110000000010011010100110111101110011111100001100011010001101110101100010010101100000100110001100100011111001110101100111011010111100001001010111111110110110100101000101110001000001000,1431181439314368982806567444246559718305231073036073662367607266895781713447936520,1293.5361862182617
391,110000111,1001110000111101100011100000001001010011001100001011111110111100110011110101110011111110001101111101110011001111010011011000110111101011101010111001011110110110100011001110101011110111011000110111001101100100000100100011110011100001100010100101111010010110010010100001101,2315700212878644019141884587055058551781936851295739770295042651311250305217930509,1318.8583850860596
392,110001000,1111110011001101011001110010101110010011010100110110110110000110000111000011100011010111111110000000001101110110010001001100110011111000000101000111010100011000111000101111010010000011111100110001000011001011011111011111111100111001100001011100011111011100000011100010101,3746881652193013001948452031301618270087167924331813432662649918207032018665867029,1362.929105758667
393,110001001,11001100100001010111101010010110111100110100001000010110101000010111010111001010111010110001011111110000001000101100100100101101011100011110000000000110011001111011011111101111101111011010101101000010000101111100100000011110000011011000100000010011001110010010110000100010,6062581865071657021090336618356676821869104775627553202957692569518282323883797538,1368.3037757873535
394,110001010,101001010111011000010111000101100101111001110101111001101011001001000001111100111010101110001001111110001110111011110101110010011111011011110101001000000111101000010100101101001111111111010010011001010011111011000011100011101101010100100101011110111001001110011001100110111,9809463517264670023038788649658295091956272699959366635620342487725314342549664567,1394.7947025299072
395,110001011,1000010111011100011010100011000011101100000010110111100100000001011111100110110010010000100010101111100010000000001011010011000001010111111100101001000111010110111110000101011001101111010101000000001100100101010100111100111011101101111101001100001010011000000101111101011001,15872045382336327044129125268014971913825377475586919838578035057243596666433462105,1331.3264846801758
396,110001100,1101100010010111011101011011110000011011010001100110110001011010100111110110011001100110010011111111010011110111101010000001010101010011011011010010001000010100000000101011000011101111001111010011010111000100101101011001011001011000100001111000000001100001111001001010010000,25681508899600997067167913917673267005781650175546286474198377544968911008983126672,1426.9850254058838
397,110001101,10101111001110011110111111110110100000111010100011110010101011100000111011101001011110110110110101110110101110111110101010100010110101011010111111011001111101010111110110000011101011110100100010011100011101010000010010110010101000110011111000100001011111001111111000111101001,41553554281937324111297039185688238919607027651133206312776412602212507675416588777,1401.7891883850098
398,110001110,100011011100001011010101011010100100100010100110000101000110110110101111010011100101011101001010101110001001101111011111010101101011111110110011001101010111111110111111011011100001001101110011100110111010101110101111101111101110011111000000111100001101011011111000010001111001,67235063181538321178464953103361505925388677826679492786974790147181418684399715449,1367.3090934753418
399,110001111,111001010101111111001101011001011000101001111010100011011100010010110110110000110001010100000001011100111111100111010100101010000010101010001011001000100111101001111110001011111110101100010111111010011110011000110010000110000011100101100000000000011001010101110111011001100010,108788617463475645289761992289049744844995705477812699099751202749393926359816304226,1441.3988590240479
400,110010000,1011100110010001010100010110011111101001100100000101000100011001001100110000100010110110001001100001011001001010110110011111111101110101000111110010101111111101000111101100111011111111010001011100001011001000111100001110101110010000100100000111100100110110001101111101011011011,176023680645013966468226945392411250770384383304492191886725992896575345044216019675,1441.1449432373047
401,110010001,10010110001000001001110000001101010101110110011011001011111111011100011100110101001000000101001101101000001000111110001000101001110001010011001001011110100111010010111011110011011110100110100011011011110111100000010011111011110101101010000000111101000000000111100111000100111101,284812298108489611757988937681460995615380088782304890986477195645969271404032323901,1382.514238357544
402,110010010,11110010111010010100010011000001010011000010111011110100100010100110000010111001011110110110011001110011010010010100111100101001011111111100000111110100100110111011111001011010111110100000101110111101010000100111110101110001100111101110100001111001100110111001010110110000011000,460835978753503578226215883073872246385764472086797082873203188542544616448248343576,1446.1686611175537
403,110010011,110001001000010011110000011001110101000111001010111000000100010000010011111101110100110111011100111011011011011010011000101010011010001001111010001010011001110001110110101001110011101000111010010011001001000001000001001101101011101011000100010110110100111000000111101110101010101,745648276861993189984204820755333242001144560869101973859680384188513887852280667477,1478.0888557434082
404,110010100,1001111011111100110010010110001111111011111100010010110101000100101000100010101000000101110010000001001110101101101000000001111100110001001011011001000111110101001010101110101001011011101000000001010110011000101111111111011111000101000111000100110000001101111010010100100101101101,1206484255615496768210420703829205488386909032955899056732883572731058504300529011053,1491.485595703125
405,110010101,10000000100111111010000011001011110100100110101101001110101100110101011000010010110101100101101101000101010001000111011000111010000000010011010101010011011000011011001100011110111111000101111010011101111100000111000001001001100100010011111100111100110110100111011010010011011000010,1952132532477489958194625524584538730388053593825001030592563956919572392152809678530,1529.176950454712
406,110010110,11010000000111100000010101111101110100000110001111100101010101011010011100100111110110010011111101001111000110110100011001001001100110011100110000011100010111000100100010010100001010100010111010101000101111001101000001000101011100111100110101100010111000010110101100111000000101111,3158616788092986726405046228413744218774962626780900087325447529650630896453338689583,1496.3195323944092
407,110010111,101010000101111011010011001001001101000101100111100110100000010001111110100111010101011111001101010010100010111111011110010000011100110110000000101101111101111011111101110110011001001101000110101000110101011010100000010001111000001010000110010011111101110111110000111001011011110001,5110749320570476684599671752998282949163016220605901117918011486570203288606148368113,1514.3756866455078
408,110011000,1000100000110110111010101111000111011100110011001100011001010111101010010001100010100010001101100111100011011110110000001011001101001101001100110110001100000110100100010001000111010100001011101111101111011010100001000011010100011110001101101000000010100111010100110100000011100100000,8269366108663463411004717981412027167937978847386801205243459016220834185059487057696,1494.8549270629883
409,110011001,1101110001100110010101001000010001000101100000001001001101011001111010000110011101001110000111010001110111110110101011111101010000110011111100111011111011110110000011111111111010011101110100100100110110000101110101000101100011011111011110011010100010010110010010111011001111000010001,13380115429233940095604389734410310117100995067992702323161470502791037473665635425809,1457.9157829284668
410,110011010,10110010010011101001111110111011000100010010011010101100110110001100100010111111111110000010100111001011011010101011100001000011110000001001001110010000111111100101000010001000001110010000000010100100101100000010110001000110111111101101100000010100100111101100111101111010010100110001,21649481537897403506609107715822337285038973915379503528404929519011871658725122483505,1496.842861175537
411,110011011,100100000100000011100100111111101001100111110011011110110100001011011110011110011100111110011100001011010011001100001000000101101110110101000110101110000011110010101100010000111100001111110100111001011011100110001011001110011011011101001010011101000111010011111010101010100001101000010,35029596967131343602213497450232647402139968983372205851566400021802909132390757909314,1528.0580520629883
412,110011100,111010010110100000110100110111000010001010000110110100011010111101000010110110011100101110110001000100101110100001100100001110001100110110010000100000001011101111010100100001111110000001110101001110000001000110100001010111010011011010110110011111101100010001100010011001110100001110011,56679078505028747108822605166054984687178942898751709379971329540814780791115880392819,1480.0357818603516
413,110011101,1011110011010100100011001110110101011110001111010010011001111001000100001010100111001101101001101010000000001101101101100010011111011101011010111001110001111100010000000110010111010010001101010000111011100101100101100100101101110111000000000111100110011100101011101000100010101110110101,91708675472160090711036102616287632089318911882123915231537729562617689923506638302133,1446.366786956787
414,110011110,10011000110001000101001110101101101101111100000001000111101010000101100100001011010110011011111110010100110000001111010000100010001000100001100111101110011011010001010101010100111000010011011111010101011101110011001101111101000010010010110111011100011111110110111111011110001010000101000,148387753977188837819858707782342616776497854780875624611509059103432470714622518694952,1499.8688697814941
415,110011111,11110111001011101001101000100100011001101101111011011010111001001110000101100000010000001001001011100100110001111100111100110110000100001100111110111100101010110011010110000111110010100101001001011100111010011111111010100010110001001010111000011001010011011100011100100010011111111011101,240096429449348928530894810398630248865816766662999539843046788666050160638129156997085,1470.1409339904785
416,110100000,110001111111100101110110111010010000111101001111100100010100011010011101001101011100110100101001001111001100010001100001101011000001100101110100110101011000110000100101011011100101010111000101000110010011000010011001000011111110011011101101111110101110011010011011100000000101010000000101,388484183426537766350753518180972865642314621443875164454555847769482631352751675692037,1487.5552654266357
417,110100001,1010000111001000011000011111110110100001010111110111111101011100100001101111001011110110101110010101011110010100001001001010001110010000111011100101100111110000111000000001100100011101011101110010001111010010110011000011000010100100101000101000001111000110101111111000100011001001111100010,628580612875886694881648328579603114508131388106874704297602636435532791990880832689122,1523.7751007080078
418,110100010,10000010111000101000111010111001000101001000001110100011111111111110101011000110111011101010011011111010111110110010101010111100110011101101010001100010010110110111100101101000001001000010110011011000001101011000110001011100010011000000110011000000100111010000011010100100011110011111100111,1017064796302424461232401846760575980150446009550749868752158484205015423343632508381159,1584.6381187438965
419,110100011,11010011110001101011111110110111111001010011001101100011101011100010111001000000011010100000001110100110110001010011110100001110100101110100101110001111010100111110100101110100101100101110100001101010000111101111001001110100100111100101111000000010100000000110011001101000110111101111001001,1645645409178311156114050175340179094658577397657624573049761120640548215334513341070281,1561.6226196289062
420,110100100,101010110101010010100111001110000111110011011011100000111101011100001100100000111010110001010101010100001110000000110011111001011011001100001111111110001101011110110001011011100110101110001010101000010010101000111111011010000111010100110101011000011000111010110110100001101010110001110110000,2662710205480735617346452022100755074809023407208374441801919604845563638678145849451440,1608.733892440796
421,110100101,1000101010011100000000111000101000110111101110101001101011010111000100011101000111110000101010111001001000100001011010010011011001111111010110101110000001000000110100110001010001100010011111110110101100011100110111000101000101100010001100100011000101100111011101001101110110001101111101111001,4308355614659046773460502197440934169467600804865999014851680725486111854012659190521721,1636.5878582000732
422,110100110,1110000001000110010101110010011001110110001010000101110011000010100110000001001111000110110101100011101010010001100000110010100101011000111000101101110010101100101010111100101110011000010001001011101110110001111111000000010110011100110011001110001000101110110100000010000011100100001100101001,6971065820139782390806954219541689244276624212074373456653600330331675492690805039973161,1655.82275390625
423,110100111,10110101011100010010110101011000010101101111000101111011110011001101010011110010110110111100000011100110010110010111011000101111111011000001111011011110011101101011111101101111111111010110001000010011011001110110110000101011011111110111111110001001110010110010001001111111001110010001010100010,11279421434798829164267456416982623413744225016940372471505281055817787346703464230494882,1670.6020832061768
424,110101000,100100101100101000101100011101011100100100000010110101010001011100010000011111100101111110010110000000011101000100011011111000100100110001001000001001100110011010001010101010101110010011000010001110001010000000110101000101110010011011110010111111010111000101000101010001111101010110010111001011,18250487254938611555074410636524312658020849229014745928158881386149462839394269270468043,1743.964672088623
425,110101001,111011011000001011000011001000011111010001111011100100101111110101111010111101111100110101110110011101001111110111010110111110100100001001010111100101011010000111101010011000101110001101110011010000100101001111101011001011001110011010110010110000100101011011010110100001110111001000100001101101,29529908689737440719341867053506936071765074245955118399664162441967250186097733500962925,1697.0162391662598
426,110101010,1100000000100110011101111100101111011110101111110011010000001010010001011011101100010110100001100011101101100111011110010110111001000111010011111101111000000100001110101000011011100100000110101011110101111010000100000010001000000110110100101101111111100100000011011110011110100011110111000111000,47780395944676052274416277690031248729785923474969864327823043828116713025492002771430968,1670.487403869629
427,110101011,10011011011100111110110010101110011011000111111001111110110001001000000110011011011111101010000010111010111100110011001001110101101101000011110111010100011010101001011111011100001010101110101000101111010100100000001011011100001111010001011000100000100001111011110010010101101011100111011010100101,77310304634413492993758144743538184801550997720924982727487206270083963211589736272393893,1699.369192123413
428,110101100,11111011100001110010100010010100010110111101111000011000110010011010010001111001000010011110001111011000101001101110111100101100110101111110010111000011011011001011010100011111100111001111011110001110000011110000101011101101010000000111111110010000011110011100001110001001100000000110010011011101,125090700579089545268174422433569433531336921195894847055310250098200676237081739043824861,1683.410406112671
429,110101101,110010110111110110001010101000010110010000101110010010111100011100010011000010100100010001000010010010011100110100010000110100010100011000010001110010111110101110100110011111011110001111110000110111101011000010000110111001001011111011001010110110001000000011000000000011111001011101101101110000010,202401005213503038261932567177107618332887918916819829782797456368284639448671475316218754,1684.7147941589355
430,110101110,1010010010100000100011110111010111001001000011101010110000010101111100101010001101100100100110100001101100010000010001000011001111011001000000100101011011010001000000001000011011011001001101100101001011011100000001100010110110101111100001010101000001011110110100001110101000101011110100000001011111,327491705792592583530106989610677051864224840112714676838107706466485315685753214360043615,1673.9680767059326
431,110101111,10000101001011111010101001100011001111011001001011101000111111001011111000010100010000110101110110011111111110110110011001001110001111100000010110011110011000110110100111100010111001011001011101100001000110100010010011010000000001110111010101011110010011111001100001111000111110111100001101111100001,529892711006095621792039556787784670197112759029534506620905162834769955134424689676262369,1707.8914642333984
432,110110000,11010111011111111111001000011110001000100001101000111111000001111011011101100101111101011010101010101101100000111000100001101000001010101000011011001001110010111110101000100110010100100011001010001010100010000010011111100110110111110011100000000110011111110000000011101110000100011010101110001000000,857384416798688205322146546398461722061337599142249183459012869301255270820177904036305984,1727.9179096221924
433,110110001,101011100101011111001110010000001010111111010110100101000000001000111010101111010001110010000100001001101011111101110111010110110011010001000110001101000001011110101010000001001001101111100100111101011101000100100110010110110111001101010110101100100110011101001100101100111000011010110111100000100001,1387277127804783827114186103186246392258450358171783690079918032136025225954602593712568353,1669.0807342529297
434,110110010,1000110100001011111000111010011111100000011100011101100111000011000010110011100000001011101011001011111011000000100111011100011110100100110001001100110001111110110011111000101111100010011111110001110110001010100111010010011101110001011110010101101011010011011001101001010101000111110001101010001100001,2244661544603472032436332649584708114319787957314032873538930901437280496774780497748874337,1712.1913433074951
435,110110011,1110010000110111110010101100100000111000010111010010001111000100001010001001011010011001111011101101001000100000010110010111010100111110111001111110011010001010101001001000111000110000011100011001100001110011001100000101010100101011001001001011010000000111000011001110111100001011001000100110010000010,3631938672408255859550518752770954506578238315485816563618848933573305722729383091461442690,1723.16312789917
436,110110100,10111000101000011101011100111000000011000110011101111110110000111001100111100111010100101100110111001000011100000111101110011110011100011101011001011001100001001011101000001101000010010111100001011010111111101110011010111110010011100100111100000111011011010011100111000010001010010111010010000011100011,5876600217011727891986851402355662620898026272799849437157779835010586219504163589210317027,1762.2456550598145
437,110110101,100101010101111011011110010011100001010001001011000010000101001011010111000110010100111111100010100110001100000001010100001011001000100010100101001001100110010100000110001010100001000011011000100100111001110000111111011101000111000111110000101100001011100001100000000111001101011110000010110110101100101,9508538889419983751537370155126617127476264588285666000776628768583891942233546680671759717,1878.5357475280762
438,110110110,111100011010111111001001111010100001101001111110110001111011010010100100000011001111100101001001011111001111100010010001111110111100000110010000010100110010011101100011001100001001010110010100110000010001101110110010110100111001100100011000001101000110111011111100111111011110110000111101000111001001000,15385139106431711643524221557482279748374290861085515437934408603594478161737710269882076744,1770.6122398376465
439,110110111,1100001110000111010101000001110000010111011001001110100000000011101111011001001100100100100101100000101011011100011100110001010000100101000110101011110011000110001101001010110101010011001101101010101001011011111110010010010000000101100001000111001010010011101011101000110101100001110111111111101110101101,24893677995851695395061591712608896875850555449371181438711037372178370103971256950553836461,1817.7306652069092
440,110111000,10011110001011111001110010001000100100100101001000100101111011110000011111001100110100001001110101100100101011000101111000001001000000101111000101110011001011001111001100100010110011110000000010000101011101001110100101000110111010010000100001000110011001011001011010000110001010111111111101000100111110101,40278817102283407038585813270091176624224846310456696876645445975772848265708967220435913205,1927.2432327270508
441,110111001,11111111111100110100011010010110100111100000010010011001111100001110011010010110011000101110100001101010000110101001011110010011000101010111111011010001100100000000110101111001011110001001101111011010101000101110010111011000111010111100101001111111101011110110110111001100110111001110111101000010110100010,65172495098135102433647404982700073500075401759827878315356483347951218369680224170989749666,1880.2340030670166
442,110111010,110011110001000101110001100011111001100000101011010111111110111111110111001100011001100111000010111001110110001101111010110011100000110000111000001000100101111010000000010011100010001111001110001100000000101111100111100011111110101001101001011000110000101010000010001010011000010001110111010000111110010111,105451312200418509472233218252791250124300248070284575192001929323724066635389191391425662871,1875.781536102295
443,110111011,1010011110000101100010100110110101110011100101101101011001110100001101010011111001100101100110111000111000111000011000110100101111001011011110111100010110010011010000111000010101110000000011100000111010101110101011010011111000110000001001110101000101110001000111001000011111111001011101110111001010100111001,170623807298553611905880623235491323624375649830112453507358412671675285005069415562415412537,1889.106035232544
444,110111100,10000111100001110010000110011010100111111101011001000011001101100001100001101011100110010011111010000000111101010001000001011001011010001100101111101011011000010100000111010110010000001111101010010011010110100101000010000011000100101010111000000001011110110010111011001110010111011101100110001010010011010000,276075119498972121378113841488282573748675897900397028699360341995399351640458606953841075408,1924.1762161254883
445,110111101,11011011010010011110011011010001010110011010000110101110011100000011001100001010110011000000110001001000000100010100000111111111010011101000100111001110001010101110001110011000111110010000000110011010101100011010011100100010001010101100000110101010001100111011110100010010010110101001010101000011101000001001,446698926797525733283994464723773897373051547730509482206718754667074636645528022516256487945,1948.3466148376465
446,110111110,101100010110100010000100001101011111110010111011111110001101001100100101101110110011001010100101011001001000001100101001001011000101101110101010110111001100011000010010101101111001110011111110000101110000010111111011110100101001111010110111110101011101011101110101111100000101110000110111011001101111011011001,722774046296497854662108306212056471121727445630906510906079096662473988285986629470097563353,1992.8150177001953
447,110111111,1000111110000110101110111100111101010100110001100110100000000101100111111010000001001100010101011100010001000101111001010001011000000001011101111110000111101101110000100100001000001100101111110111001000101111011001111011000111011010000011000101010101111000101010100011110011000100110000010000010001100011100010,1169472973094023587946102770935830368494778993361415993112797851329548624931514651986354051298,2027.0864963531494
448,111000000,1110100000111010111111011110101001010011001001000110010001101111001100100111110111100101101010000111011010000111011110011010110000101111010011010101000001010000110010111001110111011011001111100111110110110010011001011001101100101001011010000100000001100100011001010011010011110010110111001011011111011110111011,1892247019390521442608211077147886839616506438992322504018876947992022613217501281456451614651,2001.3041496276855
449,111000001,10111011111000001101110011011100110100111111010101100110001110100110100100001111000110001111111100011101011001101010111101100001000110000110001010011001000111110100011011101111111100111111111011110111111100001110011010100110100000011011101001001010111011101000011110111000110110111100111011011110001000010011101,3061719992484545030554313848083717208111285432353738497131674799321571238149015933442805665949,1942.8071975708008
450,111000010,100101111111111100101101111010001111111011000011110011000011100100000001001001110000010111101001101011000101010100110110000110111001100000000100101000001010001111010110010111110111000011001111000110110110010100001100101110100000101100110111001101011001000001011101001010011010101010011110100111010000100001011000,4953967011875066473162524925231604047727791871346061001150551747313593851366517214899257280600,1956.9838047027588
451,111000011,111101011110111110011100010101110110100010111110011111110101011000110101101011101001001001101001001110110000100010001101110011000010010000110101111011010011001101111001110101110110101011001110100101110101110110000000000011010100110000010100010110110000011110100001000001100001100010000110000011000001100011110101,8015687004359611503716838773315321255839077303699799498282226546635165089515533148342062946549,1932.3136806488037
452,111000100,1100011011110111011001010010000000110011110000010010010111000111100110110110101011001100001010010111001110101110111000011111001111011110000111010100011011101011101010000001101101101101110011101101100101100001010001100110001110101011101001011100100001001011111111110001011111100001100100100101010010010000101001101,12969654016234677976879363698546925303566869175045860499432778293948758940882050363241320227149,1909.6240997314453
453,111000101,10100000111101111001100110100101111101000001000000110010101110010101101100100001000010101010111100001000100110011001010001101100111110000001110000011110110000101011001010000011100100011001101100010010100010000000001100110101001010001101011111111010111001111110011111001101011101101110101010101101010011101001000010,20985341020594289480596202471862246559405946478745659997715004840583924030397583511583383173698,1973.5124111175537
454,111000110,100000100011100110100110000110110000011011111000011000101100111010010100011010110011100001100001111000010011100010000010101100110111001110010101011000010001110001000011010010001010010001000001001111111001110001010011001100110111111101010101011011111000011011110011101011001011001111011001111010111100101101110001111,33954995036828967457475566170409171862972815653791520497147783134532682971279633874824703400847,2022.7479934692383
455,111000111,110100101011010101110010111011100000000100000000011111000010101101000001111110111011110110111001011001011000010101001100111010011110111110100011011100000111110110011100100010100110110100001110110010001110000001010100110011100001001111000001011011001111101011100111100100110110111101001111010000100111001010111010001,54940336057423256938071768642271418422378762132537180494862787975116607001677217386408086574545,2028.9807319641113
456,111001000,1010101001110111100011001000010010000011111111000110111101111100111010110011001101111011000011011010001101011110111001111100111010110001100111000110100011001100111011111110100110001000101010000000010000111110010101000000000011001001100010110110111001000000111011011010000000010001100101001001011100011111000101100000,88895331094252224395547334812680590285351577786328700992010571109649289972956851261232789975392,2105.367422103882
457,111001001,10001001111010010010001011111101110000100011111001010110110010010100011000011000101011001111010100101011000100001100011100100001110101001011011100010000100001011101111100010111010111111001011110110100010101110011111100110011111010011011011000010010010111110011000010110100111001001001111000011100001011000011100110001,143835667151675481333619103454952008707730339918865881486873359084765896974634068647640876549937,2125.657081604004
458,111001010,11011111001001001110100101000000000001000011110010001110100001111011101110110010011010100111101111111100110000000011101100001001001011011000010101000100111011000101011100001100001000111110101110110110011101100110100100110100010011100111101111001001011111111010011110000100111011010110100001100111101110111100010010001,232730998245927705729166438267632598993081917705194582478883930194415186947590919908873666525329,2117.5179481506348
459,111001011,101101001000011100000110000111101110001100111101011100101010100010000000111001011000101110111000100100111110100010000001000101011000000100011110001010101011100100011011000100011100000111000001101101010110011011010100001101000001110000011000111011011110111101101100000111001110100100000011010000011111001111111111000010,376566665397603187062785541722584607700812257624060463965757289279181083922224988556514543075266,2182.8677654266357
460,111001100,1001001000001100101111010101111101110010101011011101110011110110001011110101111101100000011110110100100100100100010011110100110100001011111100000110011010010111101000110100101111101001110110111100100001010001000001000110011100100001101010110110100101010111100111111110111110101111110110111011101011101000111100001010011,609297663643530892791951979990217206693894175329255046444641219473596270869815908465388209600595,2252.8903484344482
461,111001101,1110110001010000010000000110111011100100010011001001011001001010011011111101001000100110010101111001001100011000100011111101011111001100011111110111101111110100001100001101010011001010101111001010001100000100011011101000000100101111101101111110000001001111010101011111111000100100010111010101101111100010111100000010101,985864329041134079854737521712801814394706432953315510410398508752777354792040897021902752675861,2250.2033710479736
462,111001110,10111111001011100111111011100111001010110111110100111001101000000100111110011000110000110110100101101110000111100110111110010010011011000011011111110001010001011110101000010000010110100100110000110101101010101011100101110100001010001011000110100100110100110111101011110110111010100001110010001011011001011111000001101000,1595161992684664972646689501703019021088600608282570556855039728226373625661856805487290962276456,2057.7735900878906
463,111001111,100110101010101101001111100011110100111011010001110000100110001011000011110000001110101101001010100110111101010101011011101111110010100100111011110101111010000000000001001111010101111111010101010000111001011001111000010110100110000001000110110010100111110110010010111110101111111000100101100111001010101110110100001111101,2581026321725799052501427023415820835483307041235886067265438236979150980453897702509193714952317,2089.869737625122
464,111010000,111110100100001010001111000000101110010010010000010111110011001011101011100011010100110011111111010100101110010010010011100010000101111101010111110100000100001011110110010001011000110011111011010111100110101111010101000101000111010010011111100111001110011101010000011101100111001100110011111000100101111010101100011100101,4176188314410464025148116525118839856571907649518456624120477965205524606115754507996484677228773,2155.909538269043
465,111010001,1100101001110110111011110100100100011001101100010001000011001010110101111010011100011100001001001111011101011100111101111010001111000100010010011101001111110001011110111100000101110110011010000101000100000001001001101011011101101010011100110011001110110010011100011011100010111000101011001011111110000101001100000101100010,6757214636136263077649543548534660692055214690754342691385916202184675586569652210505678392181090,2131.5274238586426
466,111010010,10100011110011000001101101100101010001011111110010100000001100100010011010110110111000010101001001010000011001111010000010110011111110011111101011011110000010010111101101110010000111100111001100000000000110111000100010100000110100100110000110000001000100110000110011111001111110010010001101011000010110100100001101001000111,10933402950546727102797660073653500548627122340272799315506394167390200192685406718502163069409863,2111.116886138916
467,111010011,100001001000001111001001100001001110100101101010100101000100101111001001010001010011011110110010011001100000101100001110010000101110111000001111111001000000000100011100101010010110110011010011100101000100111000001101111111100100001111001101100011010111011000100010111010110010101010111100110111000000111001101101101110101001,17690617586682990180447203622188161240682337031027142006892310369574875779255058929007841461590953,2204.540252685547
468,111010100,110101100110100111010111001101111000110001101000111001000110010011011100101000001010100001011011100011100011111011011110100111001110101100001101010100110000010111011010011000100111110000001101000101000101101111010010010011101010110011111110010011011111111110101001011010000010011101001110100010000011101110001111010111110000,28624020537229717283244863695841661789309459371299941322398704536965075971940465647510004531000816,2131.1283111572266
469,111010101,1010110101110110110100000101111000111010111010011011110001011000010100101111001011110000000001101111101000100100111101100110111111101100100011101001101110000011011110111000010111110100011100000101010001010100111100000010011001111000011001011110110110111010111001100010100110101001000001011011001000100100111111101000110011001,46314638123912707463692067318029823029991796402327083329291014906539951751195524576517845992591769,2311.9630813598633
470,111010110,10001100010101011101110111111101000000001000111100010111010001010110000010100001101000100001101001100000101000100011001011011111001100010000101010100010100000110011010001011011100110010011101101101111010000010110110010100110111001110111001010001010010111010101110101101110110111100101011001111011001000010110001100011110001001,74938658661142424746936931013871484819301255773627024651689719443505027723135990224027850523592585,2216.017007827759
471,111010111,11100011000100010100011000101100000111100000001111110101011100011000101000011011000110100001110111011101101101001010111000010111001001110101000111110000010001001111001000011110100100110111001110011001011010111110010010111010001000111010010110000001001110101101000010000011101100101101100101010100001100111110001001100100100010,121253296785055132210628998331901307849293052175954107980980734350044979474331514800545696516184354,2310.480833053589
472,111011000,101101111011001110010010000101001000111101001001100001100101101101110101010111100101111000011100000111110010101101110000011110110010110000101110010010010110010000010011001111010001011001010111100001000101011010101000101100001000010110001100000001011100110000010110111110010100100010010111111001111010101010100010110000010101011,196191955446197556957565929345772792668594307949581132632670453793550007197467505024573547039776939,2294.630765914917
473,111011001,1001010010011110000110101001010101001111001001011100000010001010000111010011010111110101100101011000011100000010111000111100001101011111111010111010000011000011010001100010011000110000000010001010100010000110010011011000011011001011101011110110001100110100101111111001110110010001000000100100100011100010010010011111100111001101,317445252231252689168194927677674100517887360125535240613651188143594986671799019825119243555961293,2400.742769241333
